wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
MagbdaprE,https://weibo.cn/comment/MagbdaprE?uid=2180399745&rl=0#cmtfrm,简直笑哭了:来大姨妈眼，码住收藏  [组图共4张] 原图 ,http://ww4.sinaimg.cn/large/668c33dely1h74q2nulitj20u01jcaiw.jpg http://ww2.sinaimg.cn/large/668c33dely1h74q2o8opkj20u01qs75u.jpg http://ww4.sinaimg.cn/large/668c33dely1h74q2onhgtj20u01gg77a.jpg http://ww3.sinaimg.cn/large/668c33dely1h74q2owmspj20fu0kitbb.jpg,无,2022-10-14 12:51 ,nova8 我由我掌镜,39,16,11
MagactonC,https://weibo.cn/comment/MagactonC?uid=2180399745&rl=0#cmtfrm,#默克尔称不后悔对俄能源政策#【默克尔：不后悔对俄能源政策，“你总是在所处时间采取相应行动”】据路透社、美联社等媒体13日报道，德国前总理默克尔当天在葡萄牙首都里斯本出席一场活动、谈到她在任时德国政府的对俄能源等政策，她表示自己对此并不后悔。报道称，有批评人士认为，默克尔时期的政策让德国这个欧洲最大经济体过于依赖俄罗斯天然气。“你总是在所处时间采取相应行动，”报道称，被问及此前她的政府对俄罗斯政策时，默克尔这样对记者说，“（所以）在这方面，我一点也不后悔自己的决定，反过来说，我认为从当时的角度看这是正确的。”报道称，默克尔表示，正是俄罗斯低廉的天然气在当时让德国能够推进逐渐淘汰核能和煤炭的计划，“从当时的角度来看，从包括俄罗斯等地获得管道天然气（的做法）是非常合理且可以理解的，因为这比从世界其他地方获得液化天然气要更便宜。”她补充称，“即使在冷战时期，俄罗斯也是一个可靠的能源供应商。”美联社介绍，自2005年至去年12月，默克尔一直担任德国总理。在其执政期间，连接德国与俄罗斯的“北溪-1”天然气管道项目投入运营，将后者的天然气直接通过波罗的海下方的管道输送至德国。自俄乌冲突发生以来，欧盟对俄罗斯能源施加制裁，欧洲遭遇能源危机，而严重依赖俄罗斯能源供应的德国更是受到强烈冲击。当地时间10月11日，德国现任总理朔尔茨表示，能源价格必须“降低到可以接受的水平，但这并非德国甚至整个欧盟可以单方面做到”。朔尔茨当天在讲话中呼吁，所有的国际会议就“相互的责任”进行讨论，“我们需要一套经过协调的程序，让价格回归到合理的水平”。 环视频的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:49 ,微博视频号,7,1,2
Mag9Xc1fD,https://weibo.cn/comment/Mag9Xc1fD?uid=2180399745&rl=0#cmtfrm,【[送花花]#福建上杭梯田风景如画#】#丰收# 金秋时节，福建省龙岩市上杭县到处都是一派丰收的景象。上杭县下都镇的五丰村的梯田，通过航拍可以看到，金黄色的稻田层层叠叠，煞是壮观。据悉，2022年上杭县粮食播种面积36.69万亩，其中秋粮面积27.77万亩，目前秋粮陆续成熟收割。（张金川  杨国鑫） 中新视频的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:48 ,微博视频号,21,5,1
Mag9BiSWd,https://weibo.cn/comment/Mag9BiSWd?uid=2180399745&rl=0#cmtfrm,#超94%老年人在不同程度地养育孙辈#【带孙子幸福吗？ 研究结果有些意外】每天一睁眼，陈月香（化名）就开始围着2岁的孙子打转，照顾他的饮食起居，有空还要带他出去和小朋友玩耍。直到晚上孙子睡着，陈月香才得空干自己的事。陈月香的生活状态是中国不少老年人的缩影。“有94%以上的老年人在不同程度地养育孙辈。”专家表示，照顾孙辈作为我国一种家庭互助传统，其发挥的作用和价值却常常被“隐性化”，作为子女，对待帮助自己带孩子和提供资助的老人，一定要有感恩之心。（极目新闻） 带孙子幸福吗？ 研究结果有些意外                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:48 ,微博 weibo.com,3,0,0
Mag9cuC8F,https://weibo.cn/comment/Mag9cuC8F?uid=2180399745&rl=0#cmtfrm,程师视野:谢娜最铁的5大闺蜜，个个都是人生赢家，最后一位连张杰都嫉妒！  详情==> 谢娜最铁的5大闺蜜，个个都是人生赢家，最后一位连张杰都嫉妒！   [组图共5张] 原图 ,http://ww2.sinaimg.cn/large/e86ec677ly8h27t6nvuzfj20fv09nwex.jpg http://ww4.sinaimg.cn/large/e3445697ly8h27t7pgyb2j20fv09taaw.jpg http://ww2.sinaimg.cn/large/e86ec677ly8h27tatyznvj20fv09s0tc.jpg http://ww1.sinaimg.cn/large/e3445697ly8h27tbv513xj20fv09kjs7.jpg http://ww3.sinaimg.cn/large/e86ec677ly8h27tezy6ulj20fv08p753.jpg,无,2022-10-14 12:47 ,编程客网,2,0,0
Mag84pr3c,https://weibo.cn/comment/Mag84pr3c?uid=2180399745&rl=0#cmtfrm,【#美国杀17人枪手未被判死刑#，受害学生家属愤怒抗议】据美联社报道，当地时间10月13日，美国佛罗里达州法院就2018年该州一中学大规模枪击案判处尼古拉斯·克鲁兹终身监禁，这起枪击案导致17人死亡。由于凶手未被判处死刑，受害者家属感到愤怒不解，大声抗议。报道称，克鲁兹对其被指控犯有的17项谋杀罪和17项谋杀未遂罪全部认罪。检察官要求陪审团判处克鲁兹死刑，但陪审团未就死刑判决达成一致，因此只能判处终身监禁。克鲁兹的辩护律师承认其罪行残酷令人发指，但曾以凶手有精神疾病，凶手母亲在怀孕期间曾滥用药物等因素争取陪审团的同情。陪审团裁决被宣读时，一些受害者的亲属感到愤怒和困惑，忍不住哭泣。14岁枪击案受害者彼得的堂兄在新闻发布会上大喊“疯了吧！我们需要正义。”被害少女阿莉莎的家长说，“我们对结果感到非常失望，这应该是死刑，我的女儿上学中了8枪…….我无法理解。”受害教师的继父舒尔曼指责，凶手“计划了几个月”，像野兽一样猎杀了这些受害者，却因声称患有精神疾病受到辩护。还有一名14岁受害者的父亲蒙塔尔托表示，“我们的司法系统应该被用来在法律允许的最大范围内惩罚这名枪手。”2018年2月14日，时年19岁的克鲁兹手持自己购买的AR-15半自动步枪，闯入位于美国迈阿密市郊的玛乔丽·斯通曼·道格拉斯中学开枪射击，造成包括14名学生及3名教职员工在内的17人死亡，另有17人受伤。2019年，两名在枪击案中幸存的学生相继自杀。（海外网）                  原图                             ,https://wx3.sinaimg.cn/large/001Q8zQmly1h74p932wl3j60p00p0aa702.jpg,无,2022-10-14 12:44 ,微博 weibo.com,162,17,36
Mag7sgazv,https://weibo.cn/comment/Mag7sgazv?uid=2180399745&rl=0#cmtfrm,【#这是属于每个人的非凡十年#】“胡同中的公厕升级了”“现在村里全都通了网”“我觉得歼-20让我们非常有底气”“希望未来能坐高铁去台湾”……2012到2022这十年，青年亲历着国家高质量发展。青年如何看待这十年国家发展变化？@中国青年报 社会调查中心发布的调查显示，93.8%受访青年为成为国家发展的参与者和建设者深感自豪。本期《参数》节目，邀请了党的二十大代表李萌，贵州省雷山县丹江镇猫猫河村党支部书记余晓成，西北工业大学学生李官翰，北京师范大学硕士研究生陈海妮，共同分享十年来他们切身感受到的国家发展变化。中国青年报的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:42 ,微博视频号,200,69,0
Mag7c6Fy5,https://weibo.cn/comment/Mag7c6Fy5?uid=2180399745&rl=0#cmtfrm,Easy:「GitHub多星项目 ✨」8K⭐️ Mifi/lossless-cut: 「The swiss army knife of lossless video/audio editing」用过的同学来评论下？ 网页链接  原图 ,https://wx2.sinaimg.cn/large/40dfde6fly8h74pt07f4cj20go1uo41n.jpg,无,2022-10-14 12:42 ,Get技术分享,1,0,0
Mag5saUZ1,https://weibo.cn/comment/Mag5saUZ1?uid=2180399745&rl=0#cmtfrm,冰冰酱Ivy:下面欣赏：大脑和四肢尚未达成共识#新星v计划##潮流生活##今天穿什么##车模冰冰酱[超话]# 冰冰酱Ivy的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:37 ,车模冰冰酱超话,94,24,43
Mag42FEu9,https://weibo.cn/comment/Mag42FEu9?uid=2180399745&rl=0#cmtfrm,网路冷眼:【Code Review Handbook】网页链接 代码审查手册。  原图 ,https://wx1.sinaimg.cn/large/663aa05aly1h74piu5adsj20mx0e6ta3.jpg,无,2022-10-14 12:34 ,网路冷眼技术分享超话,17,18,1
Mag3XEfWR,https://weibo.cn/comment/Mag3XEfWR?uid=2180399745&rl=0#cmtfrm,#游戏热议榜# 昨日10月14日游戏热议榜单来咯~热游新游期待游！快来寻找你的心选游戏吧[赢牛奶]~游戏热议榜-热游榜 【热游榜Top5】 @原神 @网易第五人格 @王者荣耀 @光遇手游 @光与夜之恋 【新品榜Top5】@无期迷途@奥比岛-梦想国度 @全民泡泡超人官方 @黑猫奇闻社手游 @英雄联盟电竞经理 【预约榜Top5】@崩坏星穹铁道 @绝区零@鸣潮@桃源深处有人家手游@黎明觉醒手游             [组图共3张]      原图                             ,http://ww4.sinaimg.cn/large/007dzhRmly1h74pkp2194j30lo2ec45o.jpg http://ww1.sinaimg.cn/large/007dzhRmly1h74pknxk26j30lo2ecwm5.jpg http://ww1.sinaimg.cn/large/007dzhRmly1h74pkpuienj30lo2ecq9q.jpg,无,2022-10-14 12:34 ,iPhone 13,3,0,2
Mag3XnKJI,https://weibo.cn/comment/Mag3XnKJI?uid=2180399745&rl=0#cmtfrm,"左耳朵耗子:这两天跟两位 90 后 Cali  和 Rather 做了一个线上的 Podcast《Ep.5 一起聊聊团队协同 》网页链接 ，配合这个 podcast, 我写了一篇 blog 网页链接 欢迎更多的朋友参与讨论。  原图 ",https://wx2.sinaimg.cn/large/538efefbly1h74pk8gpylj21ao0q6n9c.jpg,无,2022-10-14 12:34 ,新版微博 weibo.com,31,15,3
Mag3Ecx0G,https://weibo.cn/comment/Mag3Ecx0G?uid=2180399745&rl=0#cmtfrm,新浪乒乓球:2022/23赛季德甲，奥恰洛夫vs阿奎里。 新浪乒乓球的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:33 ,微博视频号,16,1,2
Mag37mhnA,https://weibo.cn/comment/Mag37mhnA?uid=2180399745&rl=0#cmtfrm,简直笑哭了:翻看毕业照，突然发现这一幕  [组图共3张] 原图 ,http://ww1.sinaimg.cn/large/668c33dely1h744ozwh5wj20u00k1q8i.jpg http://ww2.sinaimg.cn/large/668c33dely1h744p059eej20k00uvaed.jpg http://ww3.sinaimg.cn/large/668c33dely1h744pcjespj20eg0e4dfw.jpg,无,2022-10-14 12:32 ,nova8 我由我掌镜,20,5,4
Mag2SzHQP,https://weibo.cn/comment/Mag2SzHQP?uid=2180399745&rl=0#cmtfrm,手机上的新浪:【沉浸式穿梭！跟随#三维动画上天入地感受中国创新#】从海底15250米，到高空3.6万公里！100秒动画，见证中国创新↓↓第10秒开启酷炫模式！（科技日报）科技日报的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:31 ,微博视频号,2,3,0
Mag2Df0zr,https://weibo.cn/comment/Mag2Df0zr?uid=2180399745&rl=0#cmtfrm,🎉 #浪游创作营# 正式开启🎉“破界焕新·玩出新意”[收到]@微博游戏 联合 @游戏超话社区 开启游戏内容征集活动！[送花花]#浪游创作营# 分享你的游戏二创/攻略内容，解锁超话新板块；[举杠铃]#浪游创作营##游戏主话题词# 参与限定游戏创作，瓜分6万奖金池；[上课了]参与#超话创作官# 活动 瓜分15万奖金池。快叫上你的小伙伴一起创作吧！                  原图                             ,https://wx1.sinaimg.cn/large/007dzhRmly1h74pf6a7grj30ku56jdrr.jpg,无,2022-10-14 12:30 ,iPhone 11 Pro Max,8,1,4
Mag2uru0R,https://weibo.cn/comment/Mag2uru0R?uid=2180399745&rl=0#cmtfrm,搞笑小皇帝:这不会传染上脚气吧？？请关注：DOU YIN HAO #画说逗唱#  搞笑小皇帝的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:30 ,微博视频号,1,0,2
Mag2gc7SR,https://weibo.cn/comment/Mag2gc7SR?uid=2180399745&rl=0#cmtfrm,【#这场求婚的仪式感是黑猩猩给的#】10月13日，山东威海，上演了一场由黑猩猩“东东”主持的浪漫求婚仪式。当天，段先生借购票的机会，向工作人员“偷偷”送出亲手写的求婚告白纸条。游览期间，饲养员借抽取幸运游客帮“东东”进行训练为由，邀请刘女士参加互动，然后由“东东”送出装有告白纸条的盲盒。刘女士拆开盲盒后，段先生单膝跪地浪漫求婚。（威海播报）威海播报的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:29 ,微博发布平台专业版,11,1,2
Mag2dAPqX,https://weibo.cn/comment/Mag2dAPqX?uid=2180399745&rl=0#cmtfrm,新浪新闻客户端:【#交警化身推车工小姐姐直呼好暖心#】 10月11日晚，浙江衢州。龙游县320国道九里立交桥路段上演了暖心的一幕！@衢州交警在线 交警化身“推车小哥”，帮助群众将一辆抛锚的车辆推至安全区域，车主小温直呼：“多亏交警同志帮忙，他们好暖啊！（铁骥视频）铁骥视频的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:29 ,微博发布平台专业版,0,0,0
Mag0StkAq,https://weibo.cn/comment/Mag0StkAq?uid=2180399745&rl=0#cmtfrm,【#十年来农村学生平均身高体重逐年升高# 一文看变迁】#十年来农村13岁男生平均身高上升7.5cm# 近日，全国农村义务教育学生营养改善计划领导小组办公室会同中国疾病预防控制中心营养与健康所，对2012年以来的农村学生营养健康状况监测情况进行了对比分析，并对营养改善计划实施效果等开展了综合评价。其中，13岁的男生平均身高和体重增量最多，达到7.5cm和6.6kg；女生为12岁增量最多，身高和体重增量分别达到6.3cm和5.8kg，增长速度均高于同年龄段全国农村学生的平均水平，更多数据>>（央视网） 十年来农村义务教育学生营养改善情况如何？一文看变迁                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:26 ,微博 weibo.com,33,4,12
Mag0Fum28,https://weibo.cn/comment/Mag0Fum28?uid=2180399745&rl=0#cmtfrm,新浪新闻品牌官:【#女儿结婚父亲绘百虎图做礼物# 寓意永远守护自己】据@后浪视频 报道：10月12日，河南商丘。逯女士今年结婚，刚好又是本命年，父亲画百虎图给她当结婚礼物。逯女士介绍，画卷总长16米，一共有126只老虎，父亲希望这126只老虎能永远守护自己，这样的礼物珍贵无价。后浪视频的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:26 ,微博 weibo.com,15,8,2
Mag04y7PC,https://weibo.cn/comment/Mag04y7PC?uid=2180399745&rl=0#cmtfrm,【欧洲预计最早12月迎极寒天气 或为20年来最冷冬季】#欧洲或迎20年来最冷冬季# 综合俄罗斯卫星通讯社、美国《政客》网站13日消息，欧洲预计最早将于12月迎不同寻常的极寒天气，这将影响今年冬天欧洲的稳定，也会给欧洲带去一定的政治影响。《政客》网站报道称，根据国际气候部门发布的最新长期天气预报，欧洲在圣诞节前经历一场明显寒流的几率极高。冬季欧洲的严寒天气或导致因民众生活成本上涨，引发的骚乱也因此增多，随着天然气价格上涨，欧洲国家继续为乌克兰提供援助的“决心”也将相应减少。此外，若欧洲气温骤降，欧盟国家或面临储气库天然气的分配问题，并被迫对天然气进行定量供应，这一问题将影响冶金、水泥、化工产品和化肥生产等能源密集型行业。尽管一些气象学者认为，在10月分析冬季的天气预报还为时尚早，但俄罗斯卫星通讯社称，今年欧洲的冬天很可能成为20年来最冷冬季之一，12月初可能就会出现大幅降温。欧洲中期天气预报中心哥白尼气候变化服务中心主任布诺坦普也称，今年12月欧洲出现寒潮的可能性“非常真实”。该预警发出之际，欧洲国家正忙于填补各自的天然气储备，希望在缺乏俄罗斯天然气的情况下度过这一酷寒冬季。长期以来，欧洲国家高度依赖俄罗斯天然气和石油供应。乌克兰危机升级以来，欧盟追随美国对俄施加多轮制裁，但制裁引起的反噬效应反而令欧洲能源供应紧张，天然气和电力价格飙升，整体通胀水平居高不下。 （海外网）                  原图                             ,https://wx1.sinaimg.cn/large/0024achhly8h74p3rf9f2j60gl09a0tx02.jpg,无,2022-10-14 12:24 ,微博发布平台专业版,28,0,15
MafZs8n2O,https://weibo.cn/comment/MafZs8n2O?uid=2180399745&rl=0#cmtfrm,外刊IT评论:吴尊晒与吴奇隆合照 称赞对方是“圈内有名的大好人”  详情==> 吴尊晒与吴奇隆合照 称赞对方是“圈内有名的大好人”   [组图共2张] 原图 ,http://ww4.sinaimg.cn/large/e3445697ly8gx8jup30rwj20jk0dsjs5.jpg http://ww2.sinaimg.cn/large/e86ec677ly8gx8jxub0vhj210j0u0djk.jpg,无,2022-10-14 12:23 ,外刊IT评论网,0,0,0
MafZcefP7,https://weibo.cn/comment/MafZcefP7?uid=2180399745&rl=0#cmtfrm,#苹果要闻#【#二手iPhone14贬值速度是13两倍#】据IT之家消息，在苹果 iPhone 14 Plus 发售一周后，有报道称 iPhone 14 和 iPhone 14 Plus 的销量低于预期，苹果最快可能会在本月积极减少设备零部件的库存和订单。此前有多份报告表明，iPhone 14 和 iPhone 14 Plus 尚未达到苹果的销售预期。天风国际分析师郭明錤表示，预购结果比第三代 iPhone SE 和 iPhone 13 mini 更差。显示器分析师 Ross Young 则表示，iPhone 14 的面板订单与去年同期的 iPhone 13 相比下降了 38%，而在二手市场，iPhone 14 和 iPhone 14 Plus 的贬值速度是去年 iPhone 13 mini 和 iPhone 13 的两倍。             [组图共2张]      原图                             ,http://ww1.sinaimg.cn/large/989d17dbly8h74p7vah76j20e50ccglu.jpg http://ww4.sinaimg.cn/large/989d17dbly8h74p7v7wb8j20f10bp0sy.jpg,无,2022-10-14 12:22 ,微博发布平台专业版,2,1,0
MafYTjxdI,https://weibo.cn/comment/MafYTjxdI?uid=2180399745&rl=0#cmtfrm,刘旸教主:#一年一度喜剧大赛##终于到周五# 七天连续上班辛苦啦，今晚记得看这个！第4期预告：全场沸腾！舒淇加盟喜剧大赛 回忆与黄渤初次合作  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:21 ,iPhone 13 Pro Max,194,7,37
MafYlDjQI,https://weibo.cn/comment/MafYlDjQI?uid=2180399745&rl=0#cmtfrm,【圣儒军职】2023年军队文职考情@文职君黑柚 解读招考对象：军队文职人员的招考对象为普通高等学校毕业生或者社会人才。 公考发布时间：预计12月底1月初笔试内容：公共科目+专业科目公共科目9:00-11:00，专业科目14:00-16:00公共科目：基本知识（60题）岗位能力（50题）基本知识：涵盖政治、经济、国防和军队、法律、人文与社会等知识点公共科目：言语理解（15题）、数量关系（10题）推理判断（10题）、资料分析（15题）#军队文职#                  原图                             ,https://wx4.sinaimg.cn/large/ad0a5947ly1h74p6c2kw1j20u01q9aex.jpg,无,2022-10-14 12:20 ,红米Note7 4800万相机,1,0,0
MafYil6p4,https://weibo.cn/comment/MafYil6p4?uid=2180399745&rl=0#cmtfrm,#默克尔称不后悔对俄能源政策#【默克尔：不后悔对俄能源政策，“你总是在所处时间采取相应行动”】据路透社、美联社等媒体13日报道，德国前总理默克尔当天在葡萄牙首都里斯本出席一场活动、谈到她在任时德国政府的对俄能源等政策，她表示自己对此并不后悔。报道称，有批评人士认为，默克尔时期的政策让德国这个欧洲最大经济体过于依赖俄罗斯天然气。“你总是在所处时间采取相应行动，”报道称，被问及此前她的政府对俄罗斯政策时，默克尔这样对记者说，“（所以）在这方面，我一点也不后悔自己的决定，反过来说，我认为从当时的角度看这是正确的。”报道称，默克尔表示，正是俄罗斯低廉的天然气在当时让德国能够推进逐渐淘汰核能和煤炭的计划，“从当时的角度来看，从包括俄罗斯等地获得管道天然气（的做法）是非常合理且可以理解的，因为这比从世界其他地方获得液化天然气要更便宜。”她补充称，“即使在冷战时期，俄罗斯也是一个可靠的能源供应商。”美联社介绍，自2005年至去年12月，默克尔一直担任德国总理。在其执政期间，连接德国与俄罗斯的“北溪-1”天然气管道项目投入运营，将后者的天然气直接通过波罗的海下方的管道输送至德国。自俄乌冲突发生以来，欧盟对俄罗斯能源施加制裁，欧洲遭遇能源危机，而严重依赖俄罗斯能源供应的德国更是受到强烈冲击。当地时间10月11日，德国现任总理朔尔茨表示，能源价格必须“降低到可以接受的水平，但这并非德国甚至整个欧盟可以单方面做到”。朔尔茨当天在讲话中呼吁，所有的国际会议就“相互的责任”进行讨论，“我们需要一套经过协调的程序，让价格回归到合理的水平”。             [组图共2张]      原图                             ,http://ww4.sinaimg.cn/large/001Q8zQmly1h74p5p162vj60qi0bsgme02.jpg http://ww4.sinaimg.cn/large/001Q8zQmly1h74p5p6ijjj60q40i4go202.jpg,无,2022-10-14 12:20 ,微博 weibo.com,691,19,75
MafYgD1Eq,https://weibo.cn/comment/MafYgD1Eq?uid=2180399745&rl=0#cmtfrm,北京的小蔡:这样机智的美女真少见！#聊一毛钱的##健身#  原图 ,https://wx3.sinaimg.cn/large/7d01defely1h74p5n6zlaj20j60yp0uz.jpg,无,2022-10-14 12:20 ,iPhone客户端,0,2,1
MafXAFqm2,https://weibo.cn/comment/MafXAFqm2?uid=2180399745&rl=0#cmtfrm,咪咕剧场:#吴建豪独舞感染力# 本周的披荆斩棘2最新公演中， @VanNess吳建豪 在《空空》中豪赌尝试独舞，几乎全程不开麦！为唱歌的队友增加舞台演绎现代舞效果极其出彩，能从舞蹈中听到舞台想说的故事，吴建豪舞蹈功底太扎实！上@咪咕视频 看披荆斩棘！#吴建豪用舞蹈讲空空# 咪咕娱乐在线的微博视频  ,https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png,无,2022-10-14 12:18 ,吴建豪超话,2,0,0
MafXx8Ukc,https://weibo.cn/comment/MafXx8Ukc?uid=2180399745&rl=0#cmtfrm,全运会高光时刻:我只不过要和我实力差不多的一个美国人比赛一场#博尔特##田径# 全运会高光时刻的微博视频  ,无,无,2022-10-14 12:18 ,微博视频号,2,0,0
MafXwtXTT,https://weibo.cn/comment/MafXwtXTT?uid=2180399745&rl=0#cmtfrm,新浪热点:【#2岁萌娃持扇子手绢扭秧歌# 妈妈：一直是姥姥带着，他喜欢就好】近日，河北保定一2岁男娃手持扇子手绢扭秧歌，舞姿老练。萌娃妈妈曹女士表示，没有特意教过他，孩子一直是姥姥带着，经常去看大爷大妈跳广场舞，孩子开心就好。@时间视频 时间视频的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:18 ,微博视频号,300,30,53
MafVSzszq,https://weibo.cn/comment/MafVSzszq?uid=2180399745&rl=0#cmtfrm,简直笑哭了:看看互联网上大家都在搜什么？  [组图共4张] 原图 ,http://ww2.sinaimg.cn/large/668c33dely1h74ouqamzjj20u016qjse.jpg http://ww3.sinaimg.cn/large/668c33dely1h74ouqx550j20u0174ab3.jpg http://ww2.sinaimg.cn/large/668c33dely1h74ourbj9rj20u013ujsi.jpg http://ww4.sinaimg.cn/large/668c33dely1h74ov5cuhgj20u015yt9s.jpg,无,2022-10-14 12:14 ,nova8 我由我掌镜,14,5,13
MafTo245a,https://weibo.cn/comment/MafTo245a?uid=2180399745&rl=0#cmtfrm,简直笑哭了:网友的择偶标准，要求高嘛？  [组图共2张] 原图 ,http://ww4.sinaimg.cn/large/668c33dely1h74nyyltcgj20u00enwg5.jpg http://ww1.sinaimg.cn/large/668c33dely1h74otlsjwbj21v71hcwrh.jpg,无,2022-10-14 12:08 ,nova8 我由我掌镜,38,4,12
MafTnqqnt,https://weibo.cn/comment/MafTnqqnt?uid=2180399745&rl=0#cmtfrm,手机上的新浪:#美食时刻#小孩特别喜欢吃的炸薯角，外酥里嫩特别好吃。 精选私房菜的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:08 ,微博视频号,6,5,1
MafSDlKk9,https://weibo.cn/comment/MafSDlKk9?uid=2180399745&rl=0#cmtfrm,新浪看点:#美食时刻#【牛肉番茄包菜汤】：做法超级简单 ，口感很像罗宋汤~没用一滴油，简单又健康，馋哭隔壁小朋友。轻食堂猪侨的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:06 ,微博视频号,2,0,0
MafSCrqVL,https://weibo.cn/comment/MafSCrqVL?uid=2180399745&rl=0#cmtfrm,新浪新闻客户端:#美食时刻#九款古法烤秋梨！连续做好几年！直接出摊吧！悠悠食记的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:06 ,微博视频号,11,3,0
MafSvn2I6,https://weibo.cn/comment/MafSvn2I6?uid=2180399745&rl=0#cmtfrm,三上悠亚yua-mikami:私の新しい髪型の前髪！#三上悠亚##三上悠亜#  [组图共4张] 原图 ,http://ww1.sinaimg.cn/large/005NRol6gy1h74or6mp02j30u00zk44x.jpg http://ww3.sinaimg.cn/large/005NRol6gy1h74or7eeh9j30u00zhtd7.jpg http://ww4.sinaimg.cn/large/005NRol6gy1h74or820k7j30u00zkdmu.jpg http://ww2.sinaimg.cn/large/005NRol6gy1h74or8rpxdj30u00zkjxu.jpg,无,2022-10-14 12:05,无,170,15,32
MafRKjEVy,https://weibo.cn/comment/MafRKjEVy?uid=2180399745&rl=0#cmtfrm,新浪游戏:#生化危机直面会# 卡普空公布最新的《#生化危机8黄金版#》游戏预告片，同时宣布将于近日举办游戏直面会。 新浪游戏的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:04 ,微博视频号,10,1,3
MafRK240a,https://weibo.cn/comment/MafRK240a?uid=2180399745&rl=0#cmtfrm,SegmentFault:Flowable 流程部署与删除，分享自@SegmentFault，传送门：网页链接  ,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,无,2022-10-14 12:04 ,微博 weibo.com,1,0,0
MafRiAgMt,https://weibo.cn/comment/MafRiAgMt?uid=2180399745&rl=0#cmtfrm,郑湫泓Jade:遇到什么事情，都请《你不要担心》喔～今日份的#啊湫弹唱# 周末快乐 郑湫泓Jade的微博视频  ,https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png,无,2022-10-14 12:02 ,微博视频号,2099,1114,1184
MafR0dSvS,https://weibo.cn/comment/MafR0dSvS?uid=2180399745&rl=0#cmtfrm,mojomojo娱乐:#年轻人为什么喜欢运动社交#天哪！小盆友跳得比我好…会跳街舞的小朋友好帅！ mojomojo娱乐的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 12:02 ,微博视频号,195,190,188
